           0     -38.5101
  0.00207973     -38.5599
  0.00415946     -38.4477
   0.0062392     -38.3736
  0.00831893     -38.5643
   0.0103987     -38.5947
   0.0124784     -38.5705
   0.0145581     -38.3979
   0.0166379     -38.4586
   0.0187176     -38.5707
   0.0207973     -38.5415
    0.022877     -37.9247
   0.0249568     -38.4163
   0.0270365     -38.4112
   0.0291162     -37.9349
    0.031196     -38.1965
   0.0332757      -38.572
   0.0353554     -38.5937
   0.0374352     -38.5586
   0.0395149     -38.4317
   0.0415946     -38.6933
   0.0436744      -38.516
   0.0457541      -38.502
   0.0478338     -38.1842
   0.0499136      -38.448
   0.0519933     -38.5033
    0.054073     -38.5084
   0.0561527      -38.097
   0.0582325     -38.3665
   0.0603122     -38.1656
   0.0623919     -38.1002
   0.0644717     -37.9783
   0.0665514     -38.3881
   0.0686311     -38.4292
   0.0707109     -38.4057
   0.0727906     -37.9337
   0.0748703     -38.4227
   0.0769501      -38.499
   0.0790298     -38.5023
   0.0811095     -38.1856
   0.0831893     -38.5002
    0.085269     -38.5962
   0.0873487     -38.6037
   0.0894284     -38.4479
   0.0915082     -38.0562
   0.0935879     -38.3717
   0.0956676     -38.6476
   0.0977474     -38.4291
   0.0998271     -38.6674
    0.101907      -38.621
    0.103987     -38.1934
    0.106066     -38.5798
    0.108146     -38.6338
    0.110226     -38.5493
    0.112305     -38.3281
    0.114385     -38.3575
    0.116465     -38.2249
    0.118545     -38.3412
    0.120624     -38.5609
    0.122704     -38.4996
    0.124784     -38.5919
    0.126864     -38.3591
    0.128943     -38.4863
    0.131023      -38.625
    0.133103     -38.6297
    0.135183     -38.6342
    0.137262     -38.6386
    0.139342     -38.6428
    0.141422     -38.6468
    0.143501     -38.6506
    0.145581     -38.6542
    0.147661     -38.6577
    0.149741     -38.6609
     0.15182     -38.6641
      0.1539      -38.667
     0.15598     -38.6697
     0.15806     -38.6723
    0.160139     -38.6748
    0.162219     -38.6756
    0.164299     -38.6782
    0.166379     -38.6806
    0.168458     -38.6827
    0.170538     -38.6846
    0.172618     -38.6863
    0.174697      -38.687
    0.176777     -38.6881
    0.178857     -38.6891
    0.180937     -38.4954
    0.183016     -38.4969
    0.185096     -38.4982
    0.187176     -38.5012
    0.189256     -38.5022
    0.191335      -38.503
    0.193415     -38.5037
    0.195495     -38.4138
    0.197574      -38.415
    0.199654      -38.416
    0.201734     -38.4168
    0.203814     -38.4175
    0.205893     -38.4188
    0.205893     -38.4188
    0.208295     -38.4176
    0.210696      -38.417
    0.213098     -38.4163
    0.215499     -38.4153
    0.217901     -38.4141
    0.220302     -38.5387
    0.222704     -38.5385
    0.225105     -38.5381
    0.227507     -38.5376
    0.229908     -38.5368
     0.23231     -38.5359
    0.234711     -38.5347
    0.237112     -38.8043
    0.239514     -38.8042
    0.241915     -38.8039
    0.244317     -38.8034
    0.246718     -38.8026
     0.24912     -38.8015
    0.251521     -38.8002
    0.253923     -38.7985
    0.256324     -38.7965
    0.258726     -38.7941
    0.261127     -38.7926
    0.263529     -38.7902
     0.26593     -38.7874
    0.268332     -38.7843
    0.270733     -38.7808
    0.273134     -38.7772
    0.275536     -38.7739
    0.277937     -38.7708
    0.280339     -38.7677
     0.28274     -38.7643
    0.285142     -38.7605
    0.287543     -38.7565
    0.289945     -38.7522
    0.292346      -38.879
    0.294748     -38.8762
    0.297149     -38.8733
    0.299551     -38.8702
    0.301952     -38.8669
    0.304354     -38.8634
    0.306755     -38.7135
    0.309156     -38.7116
    0.311558     -38.7095
    0.313959     -38.7073
    0.316361     -38.7048
    0.318762     -38.7022
    0.321164     -38.6993
    0.323565     -38.6963
    0.325967      -38.693
    0.328368     -38.6896
     0.33077     -38.6859
    0.333171     -38.6821
    0.335573     -38.6781
    0.337974     -38.6738
    0.340376     -38.6694
    0.342777     -38.6647
    0.345178     -38.6598
     0.34758     -38.6547
    0.349981     -38.6494
    0.352383     -38.6438
    0.354784     -38.6381
    0.357186     -38.6321
    0.359587     -38.6259
    0.361989     -38.7548
     0.36439     -38.7492
    0.366792     -38.7434
    0.369193      -38.439
    0.371595     -38.4361
    0.373996     -38.4331
    0.376398       -38.43
    0.378799     -38.4267
      0.3812     -38.4231
    0.383602     -38.2827
    0.386003     -38.2796
    0.388405     -38.2762
    0.390806     -38.2725
    0.393208     -38.2685
    0.395609     -38.2643
    0.398011     -38.2598
    0.400412     -38.2551
    0.402814     -38.2501
    0.405215      -38.245
    0.407617     -38.2397
    0.410018     -38.1941
     0.41242     -38.1888
    0.414821     -38.1834
    0.417222     -38.1777
    0.419624     -38.1719
    0.422025     -38.1659
    0.424427     -38.1597
    0.426828     -38.1533
     0.42923     -38.1468
    0.431631       -38.14
    0.434033     -38.1331
    0.436434      -38.126
    0.438836     -38.1187
    0.441237     -38.1112
    0.443639     -38.1144
    0.443639     -38.1144
    0.444488      -38.113
    0.445337     -38.1115
    0.446186     -38.1101
    0.447035     -38.1086
    0.447884     -38.1071
    0.448733     -38.1056
    0.449582     -38.1041
    0.450431     -38.1025
     0.45128      -38.101
    0.452129     -38.0994
    0.452978     -38.0978
    0.453827     -38.0962
    0.454676     -38.0946
    0.455525     -38.0929
    0.456374     -38.0913
    0.457223     -38.0896
    0.458072     -38.0879
    0.458921     -38.0862
    0.459771     -38.0845
     0.46062     -38.0828
    0.461469      -38.081
    0.462318     -38.0792
    0.463167     -38.0774
    0.464016     -38.0756
    0.464865     -38.0738
    0.465714      -38.072
    0.466563     -38.0701
    0.467412     -38.0682
    0.468261     -38.0663
     0.46911     -38.0644
    0.469959     -38.0624
    0.470808     -38.0605
    0.471657     -38.0585
    0.472506     -38.0565
    0.473355     -38.0545
    0.474204     -38.0525
    0.475053     -38.0504
    0.475902     -38.0483
    0.476751     -38.0462
      0.4776     -38.0441
     0.47845      -38.042
    0.479299     -38.0307
    0.480148     -38.0284
    0.480997     -38.0261
    0.481846     -38.0237
    0.482695     -38.0214
    0.483544      -38.019
    0.484393     -38.0165
    0.485242      -38.014
    0.486091     -37.9354
     0.48694     -37.9332
    0.487789     -37.9309
    0.488638     -37.9286
    0.489487     -37.9262
    0.490336     -37.9238
    0.491185     -37.9214
    0.492034     -37.9189
    0.492883     -37.9164
    0.493732     -37.9139
    0.494581     -37.9113
     0.49543     -37.9087
     0.49628      -37.906
    0.497129     -37.9033
