           0     -34.7034
   0.0201462     -34.7146
   0.0402924      -34.731
   0.0604386      -34.718
   0.0805848     -34.6685
    0.100731     -34.6672
    0.120877     -34.7503
    0.141023     -34.7798
    0.141023     -34.7798
    0.164286     -34.7646
    0.187549     -34.7347
    0.210812      -34.637
    0.234075     -34.4607
    0.257338     -34.7496
      0.2806     -34.7433
    0.303863     -34.7172

           0     -34.7031
   0.0201462     -34.7144
   0.0402924     -34.7245
   0.0604386     -34.7179
   0.0805848     -34.6677
    0.100731     -34.6669
    0.120877     -34.7498
    0.141023     -34.7798
    0.141023     -34.7798
    0.164286     -34.7645
    0.187549     -34.7345
    0.210812     -34.6352
    0.234075     -34.4587
    0.257338     -34.7495
      0.2806     -34.7431
    0.303863     -34.7165

           0       -34.52
   0.0201462     -34.6025
   0.0402924     -34.6792
   0.0604386     -34.6191
   0.0805848     -34.4979
    0.100731     -34.5214
    0.120877     -34.7194
    0.141023     -34.7779
    0.141023     -34.7779
    0.164286      -34.752
    0.187549      -34.678
    0.210812     -34.4484
    0.234075      -34.035
    0.257338     -34.6758
      0.2806     -34.7008
    0.303863     -34.6525

           0     -34.5192
   0.0201462     -34.6023
   0.0402924     -34.6777
   0.0604386      -34.619
   0.0805848     -34.4979
    0.100731      -34.521
    0.120877     -34.7191
    0.141023     -34.7779
    0.141023     -34.7779
    0.164286      -34.752
    0.187549     -34.6778
    0.210812     -34.4477
    0.234075     -34.0343
    0.257338     -34.6758
      0.2806     -34.7007
    0.303863     -34.6523

           0     -27.9519
   0.0201462     -28.0677
   0.0402924     -28.0801
   0.0604386     -28.0681
   0.0805848     -28.0367
    0.100731     -28.0497
    0.120877     -28.0959
    0.141023     -28.1119
    0.141023     -28.1118
    0.164286     -28.1029
    0.187549     -28.0854
    0.210812      -27.959
    0.234075     -27.7845
    0.257338     -28.0834
      0.2806     -28.0867
    0.303863     -28.0773

           0     -27.9486
   0.0201462     -28.0674
   0.0402924     -28.0737
   0.0604386      -28.068
   0.0805848     -28.0352
    0.100731     -28.0491
    0.120877     -28.0932
    0.141023     -28.1116
